thisN,thisTrialN,thisRepN,letter,correct,key_resp.keys,key_resp.rt,key_resp.duration,nback_resp.keys,nback_resp.corr,selectblock,Type,Span,Stimulus,Response,Letter,corrResp,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,sound_loop.thisRepN,sound_loop.thisTrialN,sound_loop.thisN,sound_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialloop.thisRepN,trialloop.thisTrialN,trialloop.thisN,trialloop.thisIndex,span2.thisRepN,span2.thisTrialN,span2.thisN,span2.thisIndex,trialloop2.thisRepN,trialloop2.thisTrialN,trialloop2.thisN,trialloop2.thisIndex,span3.thisRepN,span3.thisTrialN,span3.thisN,span3.thisIndex,trialloop3.thisRepN,trialloop3.thisTrialN,trialloop3.thisN,trialloop3.thisIndex,span4.thisRepN,span4.thisTrialN,span4.thisN,span4.thisIndex,trialloop4.thisRepN,trialloop4.thisTrialN,trialloop4.thisN,trialloop4.thisIndex,span5.thisRepN,span5.thisTrialN,span5.thisN,span5.thisIndex,trialloop5.thisRepN,trialloop5.thisTrialN,trialloop5.thisN,trialloop5.thisIndex,span6.thisRepN,span6.thisTrialN,span6.thisN,span6.thisIndex,trialloop6.thisRepN,trialloop6.thisTrialN,trialloop6.thisN,trialloop6.thisIndex,thisRow.t,notes,start_sound.started,start_sound.stopped,nback_instruction.started,nback_inst.started,key_resp.started,nback_instruction.stopped,sound_loop.key_resp.keys,sound_loop.key_resp.rt,sound_loop.key_resp.duration,nback.started,nback_stim.started,nback_resp.started,nback_resp.stopped,nback_stim.stopped,nback.stopped,trials_3.nback_resp.keys,trials_3.nback_resp.corr,instructions.started,inst_text.started,key_resp_5.started,instructions.stopped,practice_warning.started,text_6.started,text_6.stopped,practice_warning.stopped,stimulus.started,text.started,key_resp_2.started,stimulus.stopped,trialloop.key_resp_2.keys,trialloop.key_resp_2.corr,trialloop.key_resp_2.rt,trialloop.key_resp_2.duration,ospan_stim.started,text_2.started,ospan_stim.stopped,text_2.stopped,Recall.started,text_3.started,key_resp_3.started,key_resp_4.started,Recall.stopped,trials.key_resp_3.keys,trials.key_resp_3.corr,trials.key_resp_3.rt,trials.key_resp_3.duration,trials.key_resp_4.keys,trials.key_resp_4.rt,trials.key_resp_4.duration,trial_warning.started,text_5.started,text_5.stopped,trial_warning.stopped,trialloop2.key_resp_2.keys,trialloop2.key_resp_2.corr,trialloop2.key_resp_2.rt,trialloop2.key_resp_2.duration,span2.key_resp_3.keys,span2.key_resp_3.corr,span2.key_resp_3.rt,span2.key_resp_3.duration,span2.key_resp_4.keys,span2.key_resp_4.rt,span2.key_resp_4.duration,trialloop3.key_resp_2.keys,trialloop3.key_resp_2.corr,trialloop3.key_resp_2.rt,trialloop3.key_resp_2.duration,span3.key_resp_3.keys,span3.key_resp_3.corr,span3.key_resp_3.rt,span3.key_resp_3.duration,span3.key_resp_4.keys,span3.key_resp_4.rt,span3.key_resp_4.duration,trialloop4.key_resp_2.keys,trialloop4.key_resp_2.corr,trialloop4.key_resp_2.rt,trialloop4.key_resp_2.duration,span4.key_resp_3.keys,span4.key_resp_3.corr,span4.key_resp_3.rt,span4.key_resp_3.duration,span4.key_resp_4.keys,span4.key_resp_4.rt,span4.key_resp_4.duration,trialloop5.key_resp_2.keys,trialloop5.key_resp_2.corr,trialloop5.key_resp_2.rt,trialloop5.key_resp_2.duration,span5.key_resp_3.keys,span5.key_resp_3.corr,span5.key_resp_3.rt,span5.key_resp_3.duration,span5.key_resp_4.keys,span5.key_resp_4.rt,span5.key_resp_4.duration,trialloop6.key_resp_2.keys,trialloop6.key_resp_2.corr,trialloop6.key_resp_2.rt,trialloop6.key_resp_2.duration,span6.key_resp_3.keys,span6.key_resp_3.corr,span6.key_resp_3.rt,span6.key_resp_3.duration,span6.key_resp_4.keys,span6.key_resp_4.rt,span6.key_resp_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,1,0,,,space,1.333297916018637,None,,,Block3.xlsx,Operation,2,( 5 - 1 ) × 1 = 6,left,R,"['p', 'r']",right,0,0.13248958298936486,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8679575000133,,,,,,,,,,,,,,,,,,,,,,,,,,,172.8659932500159,173.16185695902095,173.16185695902095,173.29774645902216,,,,,173.29916733401478,173.30139050001162,174.29731350002112,174.30104808401666,,,,,,,,,,,,,,,,,right,0,0.13248958298936486,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block3.xlsx,,,,,,,,,,,"['f', 'r', 'f', 's', 'd', 'f', 's', 'd', 'f', 's']",0,"[1.3712150829960592, 1.4829947499965783, 1.5672523330140393, 1.6911300000210758, 1.7552057080029044, 1.823306667007273, 1.8990003330109175, 1.9190590830112342, 2.027077750011813, 2.099014833016554]","[0.11177966700051911, 0.09612241701688617, 0.12773995898896828, 0.11981674999697134, 0.07573658399633132, 0.08773737499723211, 0.11618462498881854, 0.1320742919924669, 0.09202183299930766, None]",space,2.1709342079993803,None,0,0,0,0,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.29896241700044,174.30104808401666,174.30104808401666,174.78732083400246,176.96432829200057,,,,,,,,,,,,,,,,"['f', 'r', 'f', 's', 'd', 'f', 's', 'd', 'f', 's']",0,"[1.3712150829960592, 1.4829947499965783, 1.5672523330140393, 1.6911300000210758, 1.7552057080029044, 1.823306667007273, 1.8990003330109175, 1.9190590830112342, 2.027077750011813, 2.099014833016554]","[0.11177966700051911, 0.09612241701688617, 0.12773995898896828, 0.11981674999697134, 0.07573658399633132, 0.08773737499723211, 0.11618462498881854, 0.1320742919924669, 0.09202183299930766, None]",space,2.1709342079993803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,3,( 4 + 2 ) × 2 = 8,left,C,None,right,0,0.3901066249818541,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,179.48075566699845,,,,,,,,,,,,,,,,,,,,,,,,,,,179.47906858401257,179.76206908401218,179.76206908401218,180.1643962500093,,,,,180.1668301250029,180.17000758400536,181.16411025001435,181.16896058400744,,,,,,,,,,,,,176.9690131249954,176.9725761669979,,179.46857445899514,,,,,,,,,,,,right,0,0.3901066249818541,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,3,( 3 - 1 ) × 3 = 5,left,L,None,right,0,0.00512420799350366,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,181.16896058400744,,,,,,,,,,,,,,,,,,,,,,,,,,,181.16624212500756,181.45319083399954,181.45319083399954,181.46432595900842,,,,,181.4657526249939,181.4691260420077,182.45444941701135,182.46206595900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.00512420799350366,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,3,( 5 - 1 ) × 5 = 20,right,G,"['c', 'l', 'g']",right,1,0.11328879199572839,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,182.46206595900003,,,,,,,,,,,,,,,,,,,,,,,,,,,182.45771437502117,182.762961542001,182.762961542001,182.88437970899395,,,,,182.88684491699678,182.89552416701918,183.88065891701262,183.8839972919959,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.11328879199572839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,,,,,,,,,,,"['d', 'f', 's', 'd', 'f', 'd', 's', 'f', 'd', 's', 'f', 's', 'd', 'g', 's']",0,"[0.14676949998829514, 0.4346670829982031, 0.5346975829743315, 0.5869449579913635, 0.6591490419814363, 0.7790172919922043, 0.782781582995085, 0.8628903329954483, 0.9749971249839291, 0.9788976669951808, 1.079047291976167, 1.1828073329816107, 1.198889749997761, 1.345881291985279, 1.406176249991404]","[0.23592154198559, 0.0640212089929264, 0.10817262501223013, 0.06779379199724644, 0.08763187500881031, 0.08792658298625611, 0.07204937498318031, 0.12017020900384523, 0.10768775001633912, 0.11189904098864645, 0.10798070800956339, 0.11598404200049117, 0.11221495797508396, 0.06418729099095799, 0.07977512499201111]",space,1.5138842499873135,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8822286670038,183.8839972919959,183.8839972919959,184.3822951670154,185.89775879200897,,,,,,,,,,,,,,,,,,,,,,,,,,,"['d', 'f', 's', 'd', 'f', 'd', 's', 'f', 'd', 's', 'f', 's', 'd', 'g', 's']",0,"[0.14676949998829514, 0.4346670829982031, 0.5346975829743315, 0.5869449579913635, 0.6591490419814363, 0.7790172919922043, 0.782781582995085, 0.8628903329954483, 0.9749971249839291, 0.9788976669951808, 1.079047291976167, 1.1828073329816107, 1.198889749997761, 1.345881291985279, 1.406176249991404]","[0.23592154198559, 0.0640212089929264, 0.10817262501223013, 0.06779379199724644, 0.08763187500881031, 0.08792658298625611, 0.07204937498318031, 0.12017020900384523, 0.10768775001633912, 0.11189904098864645, 0.10798070800956339, 0.11598404200049117, 0.11221495797508396, 0.06418729099095799, 0.07977512499201111]",space,1.5138842499873135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,3,( 4 - 2 ) × 3 = 9,left,J,None,right,0,0.020683082984760404,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,188.39818991700304,,,,,,,,,,,,,,,,,,,,,,,,,,,188.39560145902215,188.69540012499783,188.69540012499783,188.71799287499744,,,,,188.7203476249997,188.72883454200928,189.71394683400285,189.7179530840076,,,,,,,,,,,,,185.89797220900073,185.89977987500606,188.39818991700304,188.38428150000982,,,,,,,,,,,,right,0,0.020683082984760404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,3,( 3 + 8 ) × 5 = 53,left,M,None,right,0,0.007356749003520235,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,189.7179530840076,,,,,,,,,,,,,,,,,,,,,,,,,,,189.7160768340109,190.0121267500217,190.0121267500217,190.0310620420205,,,,,190.03249583402066,190.03572687500855,191.03055162500823,191.035589334002,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.007356749003520235,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,3,( 4 + 7 ) × 2 = 22,right,B,"['j', 'm', 'b']",left,0,0.029564083000877872,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,191.035589334002,,,,,,,,,,,,,,,,,,,,,,,,,,,191.03356337500736,191.32864983400214,191.32864983400214,191.36438216699753,,,,,191.36580575001426,191.36914975001127,192.36949845901108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.029564083000877872,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,,,,,,,,,,,"['s', 'c', 's', 'd', 'f', 'f', 's', 'd']",0,"[1.3042304160189815, 1.4439659159979783, 1.5274661240109708, 1.535547083010897, 1.6076292910147458, 1.7995248740189709, 1.9274603330122773, 1.9435330830165185]","[0.12777687498601153, 0.05610725001315586, 0.09625400000368245, 0.08817304100375623, 0.11620116699486971, 0.132042791985441, None, None]",space,1.9997396660037339,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.37123533399426,192.37873712502187,192.37873712502187,192.8536711250199,194.86446970902034,,,,,,,,,,,,,,,,,,,,,,,,,,,"['s', 'c', 's', 'd', 'f', 'f', 's', 'd']",0,"[1.3042304160189815, 1.4439659159979783, 1.5274661240109708, 1.535547083010897, 1.6076292910147458, 1.7995248740189709, 1.9274603330122773, 1.9435330830165185]","[0.12777687498601153, 0.05610725001315586, 0.09625400000368245, 0.08817304100375623, 0.11620116699486971, 0.132042791985441, None, None]",space,1.9997396660037339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block3.xlsx,Operation,3,( 3 + 6 ) × 5 = 43,right,Z,None,left,0,0.017691167013254017,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,197.38222216701251,,,,,,,,,,,,,,,,,,,,,,,,,,,197.3767047090223,197.66204170900164,197.66204170900164,197.6811058750027,,,,,197.68347041701782,197.68554529201356,198.6807757920178,198.68482183400192,,,,,,,,,,,,,194.8646749590116,194.8680334170058,,197.36701616700157,,,,,,,,,,,,left,0,0.017691167013254017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block3.xlsx,Operation,3,( 6 - 1 ) × 3 = 19,right,F,None,left,0,0.19439366599544883,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,198.68482183400192,,,,,,,,,,,,,,,,,,,,,,,,,,,198.68295487499563,198.98151054201298,198.98151054201298,199.1856545000046,,,,,199.18708766700001,199.19058641701122,200.180719416996,200.18499379200512,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.19439366599544883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block3.xlsx,Operation,3,( 4 + 2 ) × 4 = 23,right,T,"['z', 'f', 't']",left,0,0.07068724901182577,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,200.18499379200512,,,,,,,,,,,,,,,,,,,,,,,,,,,200.18302387499716,200.48804925000877,200.48804925000877,200.56446629200946,,,,,200.56571920900024,200.56900558399502,201.55505612501292,201.56222166700172,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,0.07068724901182577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block3.xlsx,,,,,,,,,,,"['f', 's', 'd', 'f', 'd', 's', 'f', 's']",0,"[1.1325745830254164, 1.252351417002501, 1.2563580420101061, 1.3326041250256822, 1.4404003330273554, 1.4523838330060244, 1.5563712920120452, 1.6608507500204723]","[0.12378345898468979, 0.1001373750041239, 0.11210175001178868, 0.11191620799945667, 0.13207037499523722, 0.12008687501656823, 0.12414620799245313, None]",space,1.7807168330182321,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.5569063340081,201.56222166700172,201.56222166700172,202.06237354199402,203.84772120902198,,,,,,,,,,,,,,,,,,,,,,,,,,,"['f', 's', 'd', 'f', 'd', 's', 'f', 's']",0,"[1.1325745830254164, 1.252351417002501, 1.2563580420101061, 1.3326041250256822, 1.4404003330273554, 1.4523838330060244, 1.5563712920120452, 1.6608507500204723]","[0.12378345898468979, 0.1001373750041239, 0.11210175001178868, 0.11191620799945667, 0.13207037499523722, 0.12008687501656823, 0.12414620799245313, None]",space,1.7807168330182321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,4,( 6 + 2 ) × 1 = 8,right,D,None,left,0,0.11024258300312795,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,206.36232583399396,,,,,,,,,,,,,,,,,,,,,,,,,,,206.36023074999684,206.645364875003,206.645364875003,206.7666443750204,,,,,206.76804645900847,206.77148520899937,207.76458550000098,207.76916349999374,,,,,,,,,,,,,203.85215370901278,203.85640745901037,,206.3510093750083,,,,,,,,,,,,,,,,,,,,,,,left,0,0.11024258300312795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,4,( 4 - 3 ) × 5 = 5,left,V,None,left,1,0.020986499002901837,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,207.76916349999374,,,,,,,,,,,,,,,,,,,,,,,,,,,207.76665975002106,208.0620547500148,208.0620547500148,208.08449504201417,,,,,208.0859142919944,208.0954474589962,209.0812643750105,209.08565579200513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.020986499002901837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
2,2,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,4,( 3 - 1 ) × 5 = 10,left,M,None,right,0,0.0011745410156436265,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,209.08565579200513,,,,,,,,,,,,,,,,,,,,,,,,,,,209.08337766700424,209.3871482090035,209.3871482090035,209.38950141699752,,,,,209.39113400000497,209.3951721250196,210.3827416250133,210.38676725002006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.0011745410156436265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
3,3,0,,,space,1.333297916018637,None,,,Block1.xlsx,Operation,4,( 6 - 1 ) × 1 = 6,left,P,"['d', 'v', 'm', 'p']",right,0,0.1981073750066571,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,210.38676725002006,,,,,,,,,,,,,,,,,,,,,,,,,,,210.38488258401048,210.68477424999583,210.68477424999583,210.88698370900238,,,,,210.8883465420222,210.89533879200462,211.88064862499596,211.88432695899974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.1981073750066571,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block1.xlsx,,,,,,,,,,,"['j', 'k', 'h', 'j', 'g', 'g', 'g', 'j', 'g']",0,"[1.7800964169728104, 1.79624004199286, 1.9340707919909619, 1.9383184999751393, 2.126247791980859, 2.2735029999748804, 2.442537791997893, 2.4824533329810947, 2.6041782919783145]","[0.06773025001166388, 0.03973029099870473, 0.06411074998322874, 0.06398908302071504, 0.01967516599688679, 0.04380879201926291, 0.07570274997851811, 0.028239875013241544, 0.10005916599766351]",space,2.7121379579766653,None,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.88233737502014,211.88432695899974,211.88432695899974,212.3822383340157,215.09794441700797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['j', 'k', 'h', 'j', 'g', 'g', 'g', 'j', 'g']",0,"[1.7800964169728104, 1.79624004199286, 1.9340707919909619, 1.9383184999751393, 2.126247791980859, 2.2735029999748804, 2.442537791997893, 2.4824533329810947, 2.6041782919783145]","[0.06773025001166388, 0.03973029099870473, 0.06411074998322874, 0.06398908302071504, 0.01967516599688679, 0.04380879201926291, 0.07570274997851811, 0.028239875013241544, 0.10005916599766351]",space,2.7121379579766653,None,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
0,0,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,4,( 3 - 2 ) × 1 = 1,right,G,None,right,1,0.07204300002194941,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,217.6091406250198,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6071548339969,217.8954144169984,217.8954144169984,217.98105687499628,,,,,217.9823628750164,217.98576504201628,218.98073537502205,218.9848422500072,,,,,,,,,,,,,215.09815333399456,215.10081933400943,217.6091406250198,217.5972844590142,,,,,,,,,,,,,,,,,,,,,,,right,1,0.07204300002194941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
1,1,0,,,space,1.333297916018637,None,,,Block2.xlsx,Operation,4,( 4 + 9 ) × 2 = 26,right,B,None,right,1,0.060811165982158855,None,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,218.9848422500072,,,,,,,,,,,,,,,,,,,,,,,,,,,218.98296870899503,219.28004787501413,219.28004787501413,219.35327466699528,,,,,219.35477337500197,219.3618282499956,220.3473560840066,220.35131175001152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.060811165982158855,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,001,2025-05-10_13h52.27.660,OperationSpanTask,2024.2.4,60,2025-05-10 13h52.30.351451 -0700,
